협력대학기관,연도,분야,연구ID,제목,참여학생,소속고등학교,지도교사,지도교수,연구요약,주제어
영남대학교,2024,화학,자_4_생물_22,세포추출과 검증,김태연･박서윤･최소율,대구일과학고등학교,권순환,홍철암,"본 연구에서는 암세포에서 비정상적으로 과발현하는 특정 miRNA 세포를 추출하고 검증하는 과정을 통해 암 진단 및 치료의 바이오마커로서의 가능성을 탐구하였다. 계대 배양을 통해 암세 포를 증식시키고 miRNA를 추출한 후, 분광광도계와 PAGE(polyacrylamide gel electrophoresis) 분석을 통해 miRNA의 농도, 순도, 분자량 및 염기서열을 확인하였다. 그 결과 특정 miRNA(miRNA-21)가 많이 발현된 것을 확인하였고 이를 통해 miRNA-21이 유방암 진","암세포, miRNA, 바이오마커, 암 진단, 세포추출"
영남대학교,2024,화학,자_4_생물_23,,김민준･이태준･황현준,대구일과학고등학교,권순환,홍철암,"siRNA는 긴 사슬의 이중 가닥 RNA(dsRN A)에서 갈라져 나온 20~25개의 염기쌍으로, 특정 가 닥의 mRNA를 인식하여 분해를 촉진함으로써 유전자의 발현을 촉진 또는 억제하는 역할을 한다. 우리는 이러한 siRNA를 이용하여 암세포의 발현을 효과적으로 억제하는 방법을 시도해 보려고 될 수 있기때문에, 이를 방지하기 위한 전달 매개체(vector)가 필요하다. 이에 따라 본 연구는 단백질의 발현 정도를 측정함으로써, 가장 효율적인 전달 매개체가 무엇인지 알아보는 것을 목표","siRNA, 표적유전자 발현율, 전달 매개체(vector), Lipofectamine, LPEI"
인하대학교,2024,화학,지_4_생물_65,우주환경에서의 뇌 기능 변화에 대한 연구 및 인지기능과 운동기능 저하의 치료 가능성 확인,최지우･이수연･최은정･이민재,세종과학고등학교,이혜인,양수근,"현재 새로운 생명체의 존재 가능성과 자원 탐색을 하기 위해서는 우주여행을 필수로 한다. 하지만 우주여행 후 우주 비행사들에게 대뇌피질과 다른 뇌 영역과의 연결성 감소, 뇌척수액 분포 변화 가진 인진오령산을 사용하였다. 이를 확인하기 위해 Rat에게 4G의 고중력을 가한 후 Y-maze와 Rota-rod test를 진행하여 인지기능과 운동기능을 각각 확인하였다. 그 결과 인진오령산을 투여 한 군이 투여하지 않은 군보다 운동기능 및 작업 기억 능력이 개선되었다. 이 실험을 통해 인진","인지기능, 우주 생명과학, 인진 오령산, 한방치료"
인하대학교,2024,정보,자_6_정보_42,딥러닝 기반 딥보이스 피싱 감지 애플리케이션,김도현･이서준･이서준･최진우,인천과학고등학교,양승원,남춘성,"본 연구는 보이스 피싱 피해를 예방하는 목적을 위해 딥러닝기반 보이스피싱 감지 방안을 제안한 다. 이 연구를 위해 딥러닝 기반 딥보이스 방안을 이용하여 통화 중 실시간으로 피싱 가능성을 분석하여 경고함으로써 사용자에게 신속한 대처를 할 수 있는 애플리케이션을 개발한다. 기존 딥 보이스 기반 피싱 방법은 외국어 기반으로 구성되어 있기 때문에 본 연구에서는 한국어 기반의 부를 판단하는 것으로 확인되었으며, 사용자 간 피싱 정보 공유 및 중복 신고 방지 체계를 통해","딥러닝, 딥보이스, 피싱, 감지, 애플리케이션"
인하대학교,2025,융합,지정_융합_31,우주 환경에서 암세포의 거동 변화,"최근 민간 우주 탐사와 장기 유인 임무가 본격화되면서, 우주 방사선이 세포 기능과 생존에 미치는",한성과학고등학교,홍지호,양수근,"영향에 대한 이해가 중요해지고 있다. 본 연구에서는 정상 폐 섬유아세포(MRC-5)와 비소세포폐 통해 세포의 노화 및 생존 반응을 분석하였다. Viability 분석 결과, MRC-5의 생존율은 조사 전 가적인 산화 스트레스에 둔감하지만, 정상세포는 새로운 ROS 자극에 민감하게 반응하는 특성을 보였다. 그러나 이러한 ROS 반응성의 차이에도 불구하고, 최종 생존율에서는 암세포가 더 크게 사멸되어, 높은 대사 불안 정성과 DNA 복구 기작의 취약성이 방사선 민감도로 이어졌음을 확인","우주 환경, 우주 방사선, 암, 세포 노화, 세포 사멸"
전남대학교,2024,수학,자_1_수학_51,회전변환행렬을 이용한 n차원 회전이동의 정의,고나연･서예준･이현찬･전지후,전남과학고등학교,윤형주,강성모,"본 연구에서는 회전변환행렬을 이용하여 다차원에서 새로운 회전이동을 정의하고, 새로운 회전이 동의 성질을 탐구하였다. 기존의 회전이동의 성질과 비교하여 새로운 회전이동이 직교행렬이라는 점에서 회전으로써의 가치가 있음을 확인하고 이 성질을 코딩을 통해 증명했다. 새로운 회전이동은 회전 공식과 같은 더 쉬운 정의가 필요하다는 것을 확인할 수 있었다. 하지만 모든 평면을 기준 으로 동일한 각도로 회전한다는 것에서 추후 컴퓨터 그래픽스, 로봇팔 회전 등에 활용될 가능성이","회전변환행렬, n차원 회전, 선형대수학, Rodrigues’ 회전 공식, 고차원 변환"
창원대학교,2024,물리,자_2_물리_66,,박상우･이영민･이채원,창원과학고등학교,김정민,진형진,"본 연구는 Wheelset의 각도 조정을 통한 에 너지 효율성의 개선을 목적 으로 진행되었다. 이러한 손 부족 문제 해결에 기여할 수 있다. 또한 다른 이동수단보다 CO 2 배출량이 적은 철도의 특성 을 활용하여 철도 수송 장려를 통해 현재 가속화되고 있는 기후변화에 대응할 수 있다. 되는 각도를 모색하고자 했고, Arduino와 PASCO Motion Sensor를 이용하여 실험을 진행하여 회전운동에너지에 대한 병진운동에너지의 비가 최대가 되는 각도를 탐색하였다.","효율성, 각도, 사행동, 안정성"
충남대학교,2024,수학,자_1_수학_57,스트링 아트에서의 타원 에피사이클로이드,김서율･김태욱･장윤호,충남과학고등학교,임지민,박진해,"본 연구의 목적은 타원형 사이클로이드를 스트링 아트로 시각화하는 방법을 제안하는 것이다. 기존 연구의 에피사이클로이드를 스트링 아트로 구현할 수 있다는 사실로부터, 타원의 궤적을 따라 생성 되는 사이클로이드도 스트링 아트로 표현 가능할 것이라 가정했다. 이를 위해 스트링 아트로 표현할 타원형 사이클로이드의 매개변수 방정식을 도출하였고, 이 과정에서 회전 변환, 행렬 연산, 그리고 타원의 기하학적 성질 등의 수학적 개념을 활용하였다. 도출된 매개변수 방정식을 바탕으로,","스트링 아트, 타원, 사이클로이드, 에피사이클로이드, 하이포사이클로이드"
충남대학교,2024,화학,자_4_생물_28,전류 자극이 애기장대( Arabidopsis thaliana ),김건우･김하랑,대전과학고등학교,장은영,오만호,"분석하여 수경재배의 효율성을 높이는 방법을 탐구하고자 하였다. 전기영동 장치를 활용해 전류 유의미하게 상향 조절됨을 확인하였다. 이 연구는 전류 자극이 식물 생장에 미치는 영향을 유전 자 수준에서 밝힘으로써, 농업에서의 전기 자극 활용 가능성을 제시하며, 수경재배 기술을 포함한 친환경 농업 기술 발전에 기여할 수 있을 것으로 기대된다. 향후 연구에서는 다양한 전류 조건을","전류 자극, 수경재배, 애기장대, 종자 발아, 생장률"
충남대학교,2024,화학,자_4_생물_43,애기장대에서 진동 자극에 의해 발현되는,"었다. 하지만 농약의 과도한 사용은 토양 및 수질 오염을 야기하고, 장기적으로는 인간 건강에도",세종과학예술영재학교,고유선,오만호,부정적인 영향을 미치게 된다. 본 연구에서는 애기장대의 진동 자극에 의한 살리실산 면역 작용 경로 활성화 확인 후 형질전환을 통해 유전자 과발현을 유도하여 식물체의 질병 저항 기작을 강 화하고자 하였다. HSPRO2는 식물 질병 저항성 유전자이자 진동 자극에 의해 발현됨이 선행연구 에서 확인된 유전자이다. 살리실산 면역 작용경로에 위치한 WRKYs이 HSPRO2 유전자와 함께 진동자극과 살리실산 처리에 의해 그 발현이 증가하는지 qRT-PCR을 통해 확인하였다.,"애기장대(Arabidopsis thaliana), 진동 자극, 면역기작, 살리실산, 형질전환"
충북과학고등학교,2024,융합,자_8_융합_19,카메라를 이용한 길 터주기 드론 시스템 구축,김주헌･김지후･유준영,대전과학고등학교,김진욱,안영균,"인명과 재산 피해를 최소화하는 방안을 제시한다. 화재 진압 및 응급 구조 활동에서 시간의 중요 성에 주목하여, 드론을 활용한 사전 경로 확보 시스템을 설계하였다. 본 시스템은 컴퓨터 비전 기 술 중 하나인 YOLOv5 모델을 적용하여 도로상의 차량과 장애물을 실시간으로 탐지하고, 통해 소방차가 보다 신속하게 현장에 도착할 수 있도록 최적의 경로를 제공하며, 골든아워를 준 수할 수 있게 한다. 실험 결과, 드론 기반의 도로 분석 시스템은 차량 및 장애물을 효과적으로","인공지능, 드론 기술, 화재 대응, 컴퓨터 비전, 경로 분석."
충북대학교,2024,융합,자_8_융합_42,,정윤서･김지환,충북과학고등학교,박종혁,황영배,"본 연구는 자율주행차량의 경로 계획에서 안전성과 승차감을 동시에 최적화하는 방법을 제안한다. 를 생성하며, ISO 2631-1 표준에 따라 경로 곡률을 기반으로 승차감을 정량화하였다. 또한, 사 용자가 경로 길이와 곡률에 부여하는 가중치에 따라 맞춤형 경로가 가능하도록 설계하여 다양한","자율주행시스템, 경로 계획, 승차감 최적화, Rational Bezier 곡선, 장애물 회피"
충북대학교,2025,화학,지정_화학_05,,"PVP와 각각 수소 결합을 형성함으로써 고분자에서 물을 끌어당기고, 이를 MOF로 전달하는 형",대전동신과학고등학교,강민호,교수,"최근 기후 위기가 심화함에 따라 인프라가 부족한 건조 기후 지역에서 물 부족 문제해결의 필요 성을 인식하였다. 따라서 금속-유기 골격체(MOF)의 수분 흡착 능력을 높이기 위해 친수성 고분 혼합한 경우에는 고분자가 MOF-801의 기공을 가 로막으며 수분 흡착 효 율이 다소 하락하였음을 확인하였다. 반면 UiO-66에 PVA, PVP를 혼합한 경우 UiO-66의 노출된 유기 리간드가 PVA, 태로 수분 흡착 메커니즘이 변화하며 단위 MOF의 질량 당 수분 흡착 효율이 일부 향상되었음을","금속-유기 골격체(MOFs), 고분자, 수분 흡착"
충북대학교,2025,화학,지정_화학_10,폐페트병을 이용한 금속-유기 골격체(MOF),"하여 암모니아 흡착 실험을 수행하였으며, 압력 감소 경향을 통해 흡착 능력을 검증하였다. 본",충북과학고등학교,김영주,교수,"본 연구는 폐플라스틱(PET)을 활용하여 금속-유기 골격체(MOF)인 MIL-101(Fe)를 합성하고, 이를 이용한 암모니아(NH 3) 기체 흡착 특성을 탐구하였다. 폐플라스틱(PET)에서 유기 리간드인 BDC(1,4-benzenedicarboxylic acid, 테레프탈산)를 추출하고, 이를 이용해 MIL-101( Fe)를 합성한 뒤 P-XRD를 통해 구조를 확인하였다. 또한 주사기 기반 밀폐형 기체 챔버를 자체 제작 연구는 폐플라스틱의 자원 순환과 악취 저감을 동시에 실현할 수 있는 지속 가능한 화학적 재자","금속-유기 골격체(MOF), MIL-101(Fe), 폐 플라스틱(PET) 재활용, 암모니아 흡착,"
충북자연과학교육원,2024,지구과학,글_5_지구과학_01,산수화에 나타나는 그라데이션 효과와 스푸마토 기법의 대기과학적 분석,김한결･이우진･김주영,대전과학고등학교,김진욱,황경하,"동서양의 산수화에서도 확인할 수 있으며, 미술에서는 이를 스푸마토 기법이라 칭한다. 본 연구는 라즈베리파이와 센서를 활용하여 신뢰할 수 있는 환경 데이터를 정밀하게 수집하고, 실시간 환경 모니터링을 통해 풍경의 색상 그러데이션과 차이를 환경적 요인과 연결 지어 분석하고자 한다. 주요변수라 판단한 온도와 습도를 측정하여 데이터베이스를 구축하고, 정해진 시간 간격으로 풍경 사진을 촬영해 색채(RGB) 차이를 측정한 후, RGB 데이터와 온습도와의 상관관계를 분석하였다.","산수화, 스푸마토 기법, RGB, 온도와 습도"
충청북도교육청,2025,물리,IP_물리_01,편광 소광현상을 이용한 광학 기반 정보 저장,"측정하고, 편광판과 센서를 각각 여섯 개로 확장하여 0°, 45°, 90°의 각도 조합으로 정보를",대전과학고등학교,김진욱,장학사,"정보 저장 방식을 제안하고, 그 물리적 가능성과 암호화적 의의를 실험적으로 검증했다. COB 저장했다. 엑셀 분석 결과는 말루스의 법칙과 부합하였으며, 각도에 따른 광도 패턴이 명확히 구분 되어 정보를 안정적으로 판독할 수 있었다. 특히 특정 편광 각도에서만 데이터가 해독되는 특성을 보여, 물리적 암호화 저장 방식으로의 응용 가능성을 확인했다. 실험 결과를 바탕으로 고밀도 정보 저장과 보안 기술의 융합이라는 새로운 연구 방향을 제시하고자 한다.","편광, 정보 저장 장치, 아두이노, 암호"
크립스항체연구소,2025,생명과학,지정_생명과학_11,,"마련하는 것으로, 이는 감염병의 빠르고 정확한 진단이 효과적인 방역과 치료를 위한 핵심 요소",세종과학고등학교,이지아,센터장,"이기 때문이다. 방법으로 indirect ELISA를 수행하였으며, 자체 발굴 항체 “84”와 대표적 중화 항체 “bamlanivimab”을 이용해 wild type 및 델타 변이 항원에 대한 반응성을 비교하였다. 그 결과, 항체 농도 증가에 따라 흡광도가 상승하였고, 84 항체와 Bamlanivimab의 특이성과 반응 성의 차이를 확인하였다. Negative control에서는 낮은 신호를 확인하여 비특이적 결합이 크지 않음을 검증하였다. 특히 “84” 항체는 변이체에서도 일정 수준의 반응성을 유지하여 향후","COVID-19, Indirect ELISA, 항원-항체 반응, 진단키트 개발"
한국과학기술연구원(KIST),2025,융합,지정_융합_04,노인건강 모니터링을 위한 On-Device sLLM 기반 라이프로그 시스템의 모델 구축,"기존의 병원 중심 관리 방식은 특정 시점의 진단에 그쳐, 연속적이고 실시간적인 모니터링에",세종과학고등학교,한정신,책임연구원,"최근 극심한 고령화로 인해 노인 건강 관리와 돌봄의 수요가 폭발적으로 증가하고 있다. 그러나 모니터링 시스템을 사용해 데이터를 클라우드로 전송하지 않고 기기 내에서 직접 처리함으로써 개인정보 보호를 강화하고, Wi-Fi CSI 및 센서 데이터를 활용해 행동과 상태를 실시간으로 분석 한다. 이를 통해 노인들에게 저비용의 연속적 건강 관리 서비스를 제공할 수 있으며, 의료 불평등","노인 건강 모니터링, On-Device sLLM, Wi-Fi CSI, 개인정보 보호"
한국과학기술연구원(KIST),2025,융합,지정_융합_26,,강재원·김강래·이수혁·이의찬·최연우,대전동신과학고등학교,노영우,선임연구원,"본 연구에서는 수분을 이용한 자발적 전압 생성을 정량적으로 측정하기 위하여 전압 생성 소자인 MEG(Moisture-Enabled Generator)를 제작 및 정량적인 분석을 진행하였다. CNT의 양을 달리하여 두 번 실험을 진행하였다. 실험 결과, MEG의 최대 출력 전압은 CNT가 적은 경우 200SmV, 많은 경우 50mV로 측정되었다. MEG의 특성 분석을 통해, 과도한 수분이 인가될 경우 이온 농도 구배가 형성되지 않아 전압이 감소하는 경향을 확인하였다. 아울러 소자의 재사용","MEG, 수분, 전압 생성"
한국과학기술연구원(KIST),2024,융합,지_8_융합_62,,차재민･강창역･주윤재･한지민･송수민,세종과학고등학교,이예린,고희동,구체적으로 행동 기록 프로그램을 제작하는 것을 목표로 한다. 증가하는 노인 인구 속에서 보호 사의 수가 절대적으로 부족함을 느꼈기에 이를 극복하고자 AI와 탈 중앙화 기술을 접목시킨 서비 용하여 P2P 네트워크를 구성하였다. 이후 rule-based과 machine learning 기반의 모델을 제 작하여 동작을 기계가 스스로 판단하도록 하였다.,"IoT, IPFS, 요양 서비스, MQTT, machine learning"
한국과학기술연구원(KIST),2024,융합,지_8_융합_63,,김준영･유선준･이정우･장현성,인천과학예술영재학교,김형섭,이병철,"초음파 무선 전력 전송 방식은 수중 기기와 인체삽입형 전자기기에 활용할 수 있는 전력 전송 방 구는 초음파 트랜스듀서의 송신부와 수신부 사이의 전력 전송에서 관련 변인에 따른 효율과 전송 특성을 탐구하였다. 선행 연구를 토대로 거리와 각도, 진동수에 따른 전력 전송 효율과, 감쇠 계 무선전력 전송의 변인에 대한 특성 및 전송 효율 최적화에 대한 기초 자료를 제공하고자 한다.","초음파, 에너지 전송 효율, 감쇠 계수"
한국과학기술연구원(KIST),2024,융합,지_8_융합_68,인공시각을 위한 명도에 따른 망막의 신경,김현경･명진우･윤준혁,한성과학고등학교,오지환,임매순,"사되었으며, 신경 세포 간 상관관계와 상호 정보량을 측정하였다. 분석 결과, 명도의 변화에 따른 신경 반응 특징을 밝혀내어, 인공 시각 시스템에서 명도에 따른 개체별 차이와 시각 자극과 반대 로 작용하는 신경 세포 간의 상호작용을 고려해 개인 맞춤형 자극이 필요함을 제안하였다. 연구 결과는 다양한 환경에서의 시스템 유연성을 높일 수 있는 기초 자료로 자리매김할 수 있다","인공 시각, 명도, 상호 정보량, 상호 상관 분석, 비모수 검정"
한국과학기술연구원(KIST),2025,생명과학,지정_생명과학_08,스트레스 과립 매개 미토콘드리아 핵 주변 군집과 열 충격 반응 조절 메커니즘 규명,이다인·김지호·윤여민·안규리,대전동신과학고등학교,육진경,조원기,"세포는 외부 스트레스에 노출될 때 다양한 방어 기전을 가동하여 항상성을 유지한다. 대표적인 반응으로는 액체-액체 상분리에 의해 형성되는 스트레스 과립(stress granule, SG)과, 미토콘 드리아가 세포질에서 핵 주변으로 재배치되는 perinuclear mitochondrial clustering이 있 다. 본 연구에서는 산화적 스트레스를 유도하는 약물인 sodium arsenite를 세포에 처리한 뒤, 공 초점 현미경을 이용하여 SG 형성과 미토콘드리아의 위치 변화를 관찰하였다. 이후 ImageJ와","Stress Granule, Perinuclear m itochondrial clustering, Cyto chrome c, Ca² +,"
한국과학기술정보연구원,2024,정보,지_6_정보_56,예측 프로그램 개발,강효승･박효원･최지우･한서진,대전동신과학고등학교,채지영,정찬석,"본 연구에서는 목적 단백질의 용해도를 실험으로 알아내는 것은 큰 시간과 비용이 소요되므로, 실험의 효율성을 높이기 위해 목적 단백질의 용해 가능성을 예측하는 프로그램을 개발하고자 하 였다. 구체적으로, 사용자가 목적 단백질의 아미노산 서열 입력 시 데이터베이스 내 타 단백질과 의 유사도와 그 용해 여부를 바탕으로 목적 단백질의 용해 가능성을 예측하도록 하였다. 이때 레 벤슈타인 유사도와 코사인 유사도를 사용하였으며, 용해 가능성 예측에는 로지스틱 회귀 및 랜덤","단백질, 유사도, 용해 가능성, 아미노산 서열, 회귀분석"
한국과학영재학교,2024,융합,글_8_융합_02,한국의 지형과 사계절을 고려한 태양광추적기 제작과 에너지효율에 대한 연구,이소담･유재원･강성진･정너울,부산일과학고등학교,김승만,이시카예프,"자 하였다. 첫 단계로 산속 골짜기에 위치한 우리학교 옥상에에 설치된 태양전지판의 구조와 및 태양 빛의 조도와 관련된 지형적 환경을 파악하기 위해서 드론촬영을 실시하였다. 둘째로 솔라트 레커의 작동과정, 각 모듈별 구조, 가상 출력에너지(power) 등 솔라트레커 제작 준비 단계인 공 학적 모델링(matlab) 수행하였다. 연구내용의 핵심과제인 솔라트레커 제작에서는 태양광 발전의 효율성을 극대화하기 위해 태양빛을 감지하는 CDs 조도센서를 부착하고 태양의 위치에 따라 패","솔라트래커, 솔라트레커 모델링, 태양전지판, 한국 산악지형, 전기에너지 효율"
한국교원대학교,2024,수학,자_1_수학_26,공간으로의 확장,오준호･정윤하･최광혁,대전과학고등학교,김기탁,조민식,"세 변에 내린 수선의 발들로 이루어진 삼각형이다. 첫째, 본 연구에서는 공학적 도구인 GSP와 지오지브라를 활용하여 Pedal 삼각형의 기하학적 성질들을 새롭게 찾아내고 증명하였다. 탐구한 결과로 내접원 위의 임의의 점에서 만든 Pedal 삼각형의 무게중심의 자취가 항상 타원임을 확인 했다. 둘째, 본 연구에서는 평면에서의 성질을 공간으로 확장하였다. Pedal 삼각형을 공간으로 하는 것을 확인하였다. 또한 대칭 Pedal 사면체를 정의한 후, Pedal 사면체와 대칭 Pedal 사면체","Pedal 삼각형, Pedal 사면체, 대칭 Pedal 삼각형, 대칭 Pedal 사면체, 등각켤레점"
한국교원대학교,2024,화학,자_4_생물_14,백색부후균을 이용한 방화복 PAHs 제거 키트,심보라･신은우･김병준･김다영･박미서･하연후,경산과학고등학교,김준호,엄안흠,"방화복에 흡착되어 소방관들의 피부와 호흡기로 인체로 유입되며, 방화복으로 인해 주변에 PAHs가 유출되어 2차 피해가 발생한다. 이 문제를 해결하기 위해 백색부후균의 난분해성 물질을 분해할 수 있는 리그닌 분해 효소를 사용하여 방화복의 PAHs를 제거할 수 있는 세척 키트를 제작하였다. 키트 제작에 사용하였다. 제작한 키트의 효능을 검증하기 위해 PAHs가 흡착된 방화복을 사용하 였으며, 방화복에 흡착된 PAHs를 추출하여 키트 사용 전후의 PAHs의 양을 비교하였다. 실험을","방화복, PAHs, 백색부후균, 리그닌 분해 효소"
한국교원대학교,2024,화학,자_4_생물_15,유해곤충 꽃매미( Lycorma delicatula )의 기주식물인 포도나무( Vitis.)와 가죽나무(Ailanthus altissima )를 활용한,최호영･김재한･김윤현,경산과학고등학교,김준호,김기대,"꽃매미(Lycorma delicatula )는 포도나무와 같은 작물에 주로 서식하며, 농업에 심각한 피해를 주 는 외래종 해충이다. 본 연구는 꽃매미의 효과적인 방제 방안을 모색하기 위해 가죽나무와 포도 나무의 추출물을 활용할 가능성을 탐색하였다. 이를 위해, 경상북도에서 가죽나무와 포도나무 시 료를 직접 채집하여, 환류 추출기를 이용해 메탄올 추출물을 제조하였다. 추출물의 유인 효과를 평가하기 위해 실험에 적합한 구조물을 설계하고, 이를 통해 꽃매미의 유인 반응을 관찰하였다.","꽃매미, 가죽나무, 포도나무, 친환경 방제, 외래 유입종"
한국교원대학교,2024,정보,자_7_공학_03,화재 현장을 감식하는 수륙양용 구형 로봇의,김시윤･박시준･황동환,경산과학고등학교,최재혁,이경택,"방 보조 구형 로봇을 개발하고, 프로토타입의 제작 및 구동을 통하여 화재 발생 시 인명을 구조 한 프로토타입의 로봇을 바탕으로 성능 향상을 위한 표면 재질 및 다양한 센서의 작동을 연구하 였고, 개선점을 거듭 해결하며 소방 보조 로봇을 개발하는 연구를 진행하였다.","자이로스피어, 소방 로봇, 소형 로봇, 화재 감식, 인명 구조"
한국교원대학교,2025,수학,자율_수학_28,,"존재성 및 유일성, 넓이 등 다양한 기하학적 성질에 대해 탐구하였다. 본 연구를 통해 다음과 같은",대전과학고등학교,조영민,윤종국,"본 연구에서는 삼각형의 Mandart Circumellipse를 정의하고, 삼각형의 Mandart Circumel lipse의","Mandart Circumellipse, Manda rt Inellipse, Orthic Inconic, 삼각형"
한국기계연구원,2024,융합,지_8_융합_54,내 말을 알아듣는 로봇: LLM을 이용한 로봇 제어,김고은･류언율･전다인,대구과학고등학교,,서준호,음성 인식 알고리즘과 LLM을 통해 사용자의 명령을 실시간으로 분석하고 YOLO 모델을 생성해 다양한 음식을 인식하여 최종적으로 로봇팔의 목표 지점 이동 시스템을 구축했다.,#LLM #로봇제어 #기계 #소통 #이미지분석
한국기술연구원,2024,융합,지_8_융합_58,,박종민･이의민･김완호･조재현,대전동신과학고등학교,이규혁,손장엽,"끝없는 화석연료의 사용으로 인해 석유는 고갈되고, 인간은 수소 등 새로운 에너지에 관심을 두 고 있다. 현재 생산되는 수소의 96%가 CO 2 가 발생하는 그레이수소이며, 오직 수소와 산소만 발생하는 그린수소를 사용하고자 하지만 기술적 ･효율적 제약이 많다. 이에 본 연구팀은 촉매(물 질, 비율), binder, 감압의 정도를 조절해가며 film을 직접 만들어보고, 교효율의 전극을 만들어 그린수소 생산 기술을 발전시키고자 연구를 진행했다.","전기분해, 촉매, 전극, Pt, 2차원 소재"
한국전자통신연구원,2024,정보,지_7_공학_46,플렉서블 이차전지 응용 연구,박서현･최헌서･고영민,충북과학고등학교,연광흠,신동옥,"본 연구에서는 손 마비 환자가 물건을 쉽게 잡을 수 있도록 돕는 착용형 로봇손을 개발하였다. 는 플렉서블 이차전지를 적용하기 위해 플랙서블 이차전지 제작 및 성능테스트를 진행하였고, 이 를 통해 로봇손은 구부러지는 신체 부위에 부착할 수 있는 장점을 갖추었다. 근전도 센서를 이용 해 모터를 제어하는 방식으로 설계하여 손가락의 움직임을 조정하였다. 최종적으로 제작된 손 로 봇은 플렉서블 이차전지가 응용되었기 때문에 신체적 움직임에 의한 내구성, 공간 활용적 측면과","착용형 로봇손, 플렉서블 이차전지, 근전도 센서, 재활, 웨어러블 기기"
한국전자통신연구원,2024,융합,지_8_융합_66,자율주행청소차를 위한 도로쓰레기 인식 방법,지주환･양태근･김지훈,충북과학고등학교,배성진,김성훈,"자율주행청소차는 투명한 물체 인식의 어려움으로 상용화에 어려움을 겪고 있다. 본 연구는 자율 주행청소차의 도로 청소 작업 효율성과 실용성을 높이기 위해, 투명한 물체를 인식할 수 있는 머 하고, 다양한 데이터 증강 기법을  적용하여 5000장의 학습 데이터를 구축하였다. 결과적으로, 모 델의 인식률은 90%를 넘었으나, 과적합 문제로 인한 오인식 현상이 발생하였다. 이를 해결하기 위해 고속도로에서 발견되는 물체를 추가 클래스로 분류하여 라벨링하는 방법을 도입하였다. 더","자율주행청소차, 투명물체인식, YOLO모델, 다중클래스분류, 데이터증강"
한국천문연구원,2025,지구과학,지정_지구과학_20,,"소행성의 형태는 궤도 예측, 탐사선 착륙 지점 선정, 태양계 형성과 진화의 이해에 있어 중요한",서울과학고등학교,여정필,책임연구원,"Lanzia로 선정하여 덕흥천문대에서 원격 관측을 진행했다. python 프로그램을 통해 소행성의 이용해 소행성의 장반경)/(단반경) 값을 계산했으며, meshlab에서 제공된 실제값과 비교했다. 추가 적으로, DAMIT 프로그램을 활용해 소행성의 모양을 예측했다. 본 연구는 소행성의 light curve 분석과 형상 추정을 통해 적은 양의 데이터로도 진행한 분석의 타당성을 밝히는 데 의의가 있다.","소행성, 광도곡선, 형태 추정"
한국천문연구원,2025,지구과학,지정_지구과학_26,측광분석을 통한 소행성 물리 특성 추정 및 궤도변경을 위한 충격량 계산,"본 연구는 교내 천체 관측 장비를 활용하여 소행성의 물리적 특성을 규명하고, 교내 장비의 연구적",충북과학고등학교,서진수,책임연구원,"원격 관측을 통해 자료 해석 및 분석 방법의 타당성을 검증한 뒤 이를 교내 관측에 적용하였다. 방법의 확장 가능성을 탐색하였다. 이어진 교내 관측에서는 색지수 산출 과정에서 일부 오차가 발생하였으며, 이는 대기 소광과 필터 대역 불일치에 기인한 것으로 분석하였다. 이러한 원인 규명과 개선 방안을 제시함으로써, 교내 장비를 활용한 천체 관측 연구의 실질적 가능성과 발전","소행성, 교내관측, 측광관측, 궤도, 행성방위ㄴ"
한국천문연구원,2024,지구과학,자_5_지구과학_03,도심에서 600mm 소형 망원경을 이용한 외계행성 트랜짓 분석,박주찬･신재헌･조윤성,경기과학고등학교,박기현,박윤수,"외계행성은 태양이 아닌 항성 주위를 공전하는 행성을 말하고, 외계행성의 발견 방법 중 외계행 성이 모항성을 가리며 발생하는 광도의 차이를 이용한 방법을 트랜짓이라 부른다. 이러한 트랜짓 현상은 모항성의 아주 작은 광도변화를 감지해야 하므로 성능이 매우 좋은 망원경과 관측 환경을 하지만 도심에서의 관측은 광공해로 인해 매우 어렵다. 이에 본 연구에서는 도심에서 소형 망원 경을 사용하여 외계행성의 트랜짓 현상을 촬영하고, flat, bias, dark보정 과정을 거쳐 전처리된","외계행성, 트랜짓, CCD, 소형 망원경, 데이터 전처리"
한국천문연구원,2024,지구과학,지_5_지구과학_29,소행성의 CCD관측을 통한 운동 분석 및 추락,김민찬･김주혜･양해성,충남과학고등학교,천종배,김명진,분석을 통해 충돌 위험도를 예측하도록 한다.,"소행성, CCD 관측, 광도 측정, 자전 주기, 공전 궤도"
한국천문연구원,2024,지구과학,지_5_지구과학_30,,안성준･김하늘･장지웅･손민기,충북과학고등학교,안영균,김명진,소행성의 광도곡선은 소행성의 3D 형상을 비롯한 각종 주요 물리량을 내포하고 있어 소행성 연구에 필수적인 데이터이다. 하지만 기존 소행성 3D 형상 모델링 연구들은 10년 이상의 관측 한다. 본 연구는 광도곡선 역산법을 Kolmogorov-Arnold Network (KAN)으로 모델링하여 분석 하고 3D 형상을 추출하는 딥 러닝 파이프라인을 제안한다. Kanpiler를 통해 Convex Profile Inversion (CPI) 수식을 모델링한 후 DAMIT 데이터셋에 대한 추가 학습을 통해 광도곡선 역산,"소행성, 광도곡선 역산법, 3D 형상, KAN"
